Ref,Project name,Country,Date online,Decomission date,Status,Technology,Technology_details,Technology_electricity,Technology_electricity_details,Product,EndUse_Refining,EndUse_Ammonia,EndUse_Methanol,EndUse_Iron&Steel,EndUse_Other Ind,EndUse_Mobility,EndUse_Power,EndUse_Grid inj.,EndUse_CHP,EndUse_Domestic heat,EndUse_Biofuels,EndUse_Synfuels,EndUse_CH4 grid inj.,EndUse_CH4 mobility,Announced Size,Capacity_MWel,Capacity_Nm³ H₂/h,Capacity_kt H2/y,IEA zero-carbon estimated normalized capacity [Nm³ H₂/hour],Location
259,"EnBW H2 station, Stuttgart",DEU,2011.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.3MW - 60 Nm3 H2/h,0.3,65.0,0.1,65.0,
270,Ramea Wind-Hydrogen-Diesel Project,CAN,2011.0,2025.0,Decommisioned,ALK,,Dedicated renewable,Unknown,H2,,,,,,,1.0,,,,,,,,28 Nm3 H2/h,0.129,28.0,0.0,28.0,"Ramea, NL"
275,Hydrogen Island Bozcaada,TUR,2011.0,,Operational,Other Electrolysis,Unknown PtX,Other/unknown,,H2,,,,,,,1.0,,,,,,,,11 Nm3 H2/h,0.05,11.0,0.0,11.0,
279,DNV Kema/DNV GL,NLD,2011.0,,Operational,PEM,,Other/unknown,,H2,,,,,,,,1.0,1.0,,,,,,0.01MW,0.01,2.0,0.0,2.0,
282,The Hydrogen Assisted Renewable Power (HARP) Project,CAN,2010.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,1.0,,,,,,,,0.3MW - 5 kgH2/h,0.3,65.0,0.1,65.0,
286,H2KT - Hydrogen Energy Storage in Nuuk,DNK,2010.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,1.0,1.0,,,,,,,19 Nm3 H2/h,0.087,19.0,0.0,19.0,
288,ITHER,ESP,2010.0,,DEMO,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.065MW,0.065,14.0,0.0,14.0,
295,H2SusBuild,GRC,2010.0,,DEMO,Other Electrolysis,Unknown PtX,Other/unknown,,H2,,,,,,,1.0,,,,,,,,0.022MW,0.22,49.0,0.0,49.0,
296,"Hybrid energy storage system NFCRC, California",USA,2010.0,,DEMO,PEM,,Other/unknown,,H2,,,,,,,1.0,,,,,,,,0.007MW,0.007,1.0,0.0,1.0,
299,Nukissiorfiit Nuuk Hydrogen Plant,DNK,2010.0,,Operational,ALK,,Other/unknown,,H2,,,,,,,1.0,,,,,,,,,,,,0.0,
302,"Centre of Fuel Cell Technology, Chennai",IND,2012.0,,Operational,PEM,,Other/unknown,,H2,,,,,,,1.0,,,,,,,,2 Nm3/h,0.01,2.0,0.0,2.0,
303,"Hychico, Comodoro Rivadavia",ARG,2009.0,,Operational,ALK,,Dedicated renewable,Onshore wind,H2,,,,,,,1.0,,,,,,,,120+60 Nm3 H2/h,0.828,180.0,0.1,180.0,Comodoro Rivadavia
305,Taleghan solar hydrogen energy system,IRN,2009.0,,Operational,Other Electrolysis,Unknown PtX,Other/unknown,,H2,,,,,,,1.0,,,,,,,,0.2MW,0.2,44.0,0.0,44.0,
306,Istanbul,TUR,2009.0,2023.0,DEMO,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.16MW - 30 Nm3 H2/h,0.16,35.0,0.0,35.0,
309,AltHytude,FRA,2009.0,,DEMO,ALK,,Other/unknown,,CH4,,,,,,,,,,,,,,1.0,0.08MW,0.08,17.0,0.0,17.0,"Dunkerque, Nord, Haut-de-France, France"
312,Regenerativer Energipark Ostfalia/hybrid renewable energy park (HREP),DEU,2009.0,,Operational,ALK,,Grid,,H2,,,,,,,1.0,,,,,,,,0.006MW,0.006,1.0,0.0,1.0,
313,DRI CO2 recycling,USA,2009.0,,DEMO,PEM,,Other/unknown,,,,,,,1.0,,,,,,,,,,0.005MW,0.005,1.0,0.0,1.0,
314,Neo Olvio of Xanthi,GRC,2009.0,,DEMO,PEM,,Other/unknown,,H2,,,,,,,1.0,,,,,,,,0.004MW,0.004,1.0,0.0,1.0,
315,HYLINK Totara,NZL,2009.0,,DEMO,PEM,,Other/unknown,,H2,,,,,,,1.0,,,,,,,,0.0025MW,0.0025,0.0,0.0,0.0,
333,Baglan Energy Park Wales,GBR,2008.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,1.0,,,,,,,,10 Nm3/h,0.046,10.0,0.0,10.0,
340,"Synthetic Energy, Idaho",USA,2008.0,,DEMO,PEM,,Other/unknown,,H2,,,,,1.0,,,,,,,,,,7 Nm3 H2/h,0.036,7.0,0.0,7.0,
341,Hydepark,TUR,2008.0,,DEMO,PEM,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.007MW,0.007,1.0,0.0,1.0,
342,"Stand-alone power system, Neo Olvio of Xanthi",GRC,2008.0,,DEMO,PEM,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.7 Nm3 H2/h,0.004,1.0,0.0,1.0,
343,"HYLINK, Totara Valley",NZL,2008.0,,DEMO,PEM,,Other/unknown,,H2,,,,,,1.0,1.0,,,,,,,,0.09 Nm3 H2/h,0.0,0.0,0.0,0.0,
356,RES2H2 Gran Canaria,ESP,2007.0,,DEMO,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.055MW,0.055,12.0,0.0,12.0,
361,"Industrias de Aceite Fino, part of the Peruvian Romero Group",BOL,2012.0,,Operational,ALK,,Other/unknown,,H2,,,,,,,,,,,,,,,300m3 H2/h,1.38,300.0,0.2,300.0,
362,"H2 from the sun, Brunate",ITA,2007.0,,DEMO,ALK,,Other/unknown,,H2,,,,,,,1.0,,,,,,,,0.007MW,0.007,2.0,0.0,2.0,
363,CEC Denizli Turkey,TUR,2007.0,,DEMO,PEM,,Other/unknown,,H2,,,,,,,1.0,,,,,,,,0.7 Nm3 H2/h,0.004,1.0,0.0,1.0,
366,"CUTE and HyFLEET:CUTE, Barcelona",ESP,2006.0,,DEMO,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.3MW - 60 Nm3 H2/h,0.3,65.0,0.1,65.0,
387,Savli wind-hydrogen demo project,IND,2013.0,,DEMO,Other Electrolysis,Unknown PtX,Other/unknown,,H2,,,,,,,1.0,,,,,,,,0.005MW,0.005,1.0,0.0,1.0,
404,Tokuyama polysilicon 1,MYS,2013.0,,Operational,ALK,,Other/unknown,,H2,,,,,,,,,,,,,,,2250 Nm3 H2/h,10.35,2250.0,1.8,2250.0,Random location in Malaysia
405,"Dahej, Reliance, back-up hydrogen supply",IND,2014.0,,Operational,ALK,,Other/unknown,,H2,,,,,,,1.0,,,,,,,,444 Nm3 H2/h,2.042,444.0,0.3,444.0,
427,"HARI project, West Beacon Farm",GBR,2004.0,,Operational,ALK,,Other/unknown,,H2,,,,,,,1.0,,1.0,,,,,,0.034MW,0.034,7.0,0.0,7.0,
433,"Porto, CUTE",PRT,2003.0,,DEMO,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.3MW - 60 Nm3 H2/h,0.3,65.0,0.1,65.0,
436,Tokuyama polysilicon 2,MYS,2014.0,,Operational,ALK,,Other/unknown,,H2,,,,,,,,,,,,,,,2250 Nm3 H2/h,10.35,2250.0,1.8,2250.0,Random location in Malaysia
437,Energiepark Mainz,DEU,2017.0,,Operational,PEM,,Dedicated renewable,Onshore wind,H2,,,,,1.0,1.0,,1.0,,,,,,,6 MW,6.0,1154.0,0.9,1154.0,Mainz
449,INGRID,ITA,2016.0,2023.0,DEMO,ALK,,Other/unknown,,H2,,,,,1.0,1.0,1.0,1.0,,,,,,,1.2 MW,1.2,261.0,0.2,261.0,Troia
452,Tohoku pilot plant in 2003,JPN,2003.0,,DEMO,ALK,,Other/unknown,,H2,,,,,1.0,,,,,,,,,,4m3 H2/h,0.018,4.0,0.0,4.0,
453,Gwalpahari Solar-Hydrogen demonstration,IND,2015.0,,Operational,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,,1.0,1.0,,,,,,,,0.12MW,0.12,27.0,0.0,27.0,Gwal Pahari
461,Solar Energy Centre SmartFuel hydrogen station ,IND,2015.0,,Operational,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,,1.0,,,,,,,,,,,,,0.0,Delhi
472,FaHyence,FRA,2017.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,30 Nm3/h,0.138,30.0,0.0,30.0,"Sarreguemines, Moselle, Grand Est, France"
477,CPI Zaoquan thermal power plant in China's Ningxia region,CHN,2017.0,,DEMO,ALK,,Other/unknown,,H2,,,,,1.0,,1.0,,,,,,,,20 Nm3/h,0.092,20.0,0.0,20.0,
487,Laboratory Plant HRI Quebec,CAN,2001.0,,DEMO,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.005MW - 1 Nm3 H2/h,0.005,1.0,0.0,1.0,
491,Power plant in Lebanon for a Power Plant Cooling application,LBN,2018.0,,Operational,ALK,,Other/unknown,,H2,,,,,,,1.0,,,,,,,,0.114MW,0.114,25.0,0.0,25.0,Random location in Lebanon
492,Minatec's semiconductor labs in Grenoble,FRA,2018.0,,Operational,ALK,,Other/unknown,,H2,,,,,1.0,,,,,,,,,,12 Nm3 H2/h,0.055,12.0,0.0,12.0,"Grenoble, Isère, Auvergne-Rhône-Alpes, France"
494,Grimstad Renewable Energy Park,NOR,2000.0,,Operational,ALK,,Grid,,H2,,,,,,,1.0,,,,,,,,0.05MW,0.05,11.0,0.0,11.0,Grimstad Renewable Energy Park
497,Hypos - Sunfire,DEU,2019.0,,DEMO,SOEC,,Other/unknown,,H2,,,,,1.0,,,,,,,,,,0.18MW - 50 Nm3 H2/h,0.18,47.0,0.0,47.0,
498,Electrochaea: Biological methanation in Avedøre,DNK,2014.0,2017.0,DEMO,ALK,,Other/unknown,,CH4,,,,,,,,,,,,,1.0,,1.2MW - 2000 Nm3 H2/h,1.2,261.0,0.2,261.0,Avedøre
499,REMOTE - Agkistro (Greece,GRC,2021.0,,DEMO,ALK,,Dedicated renewable,Hydropower,H2,,,,,,,1.0,,,,,,,,0.025MW,0.025,5.0,0.0,5.0,Agkistro
500,"REMOTE - Spain, Canary Islands",ESP,2023.0,,Operational,ALK,,Dedicated renewable,Others/Various,H2,,,,,,,1.0,,,,,,,,0.080MW,0.08,17.0,0.0,17.0,
501,Aman - Green Hydrogen Project - phase 1,MRT,2032.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,2.5GW,2500.0,555556.0,433.1,555556.0,Central Mauritania
502,HRS CMB Port of Antwerp,BEL,2021.0,,Operational,PEM,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,1 MW,1.0,192.0,0.1,192.0,Port of Antwerp
503,Haldor Topsoe - El-Opgraderet Biogas I,DNK,2013.0,2017.0,DEMO,SOEC,,Other/unknown,,CH4,,,,,,,,,,,,,1.0,,10 Nm3/h,0.038,10.0,0.0,10.0,Haldor Topsoe HQ
505,H2 Logic HRS with onsite electrolysis in Vejle,DNK,2013.0,,Operational,ALK,,Grid,,H2,,,,,,1.0,,,,,,,,,200 kg H2/d,0.431,94.0,0.1,94.0,
506,H2 Logic HRS with onsite electrolysis Holstebro,DNK,2013.0,,Operational,ALK,,Grid,,H2,,,,,,1.0,,,,,,,,,200 kg H2/d,0.431,94.0,0.1,94.0,
507,H2 Logic 3 HRS with onsite electrolysis in Copenhagen,DNK,2013.0,,Operational,ALK,,Grid,,H2,,,,,,1.0,,,,,,,,,3x200 kg H2/d,1.292,281.0,0.2,281.0,
508,Iberdrola - Puertollano II (extension from Ref10),ESP,2029.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid+Renewables,Solar PV,Ammonia,,1.0,,,,,,,,,,,,,200MW (in addition to the 20MW included in Ref 10),200.0,40449.0,31.5,40449.0,Fertiberia plant in Puertollano
510,Hyoffwind Zeebrugge,BEL,2026.0,,FID/Construction,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,H2,,,,,,1.0,,1.0,,,,,,,25MW,25.0,5556.0,4.3,5556.0,Zeebrugge
517,Hystock (EnergyStock),NLD,2021.0,2024.0,Decommisioned,PEM,,Dedicated renewable,Solar PV,H2,,,,,1.0,1.0,,,,,,,,,1 MW - 220m3 H2/h,1.0,192.0,0.1,192.0,Veendam
518,HAEOLUS,NOR,2021.0,,Operational,PEM,,Dedicated renewable,Onshore wind,H2,,,,,1.0,1.0,1.0,,,,,,,,2.5MW - 500m3 H2/h,2.5,481.0,0.4,481.0,Raggovidda Wind Park
520,Primolyzer (R&D),DNK,2010.0,2012.0,DEMO,PEM,,Other/unknown,,H2,,,,,,,1.0,,,,,,,,1 Nm3 H2/h,0.005,1.0,0.0,1.0,
521,PROCON (R&D),DNK,2010.0,2013.0,DEMO,PEM,,Other/unknown,,H2,,,,,,,,,,,,,,,,,,,0.0,
522,Foulum Demonstration plant,DNK,2011.0,2013.0,DEMO,PEM,,Other/unknown,,CH4,,,,,,,,,,,,,1.0,1.0,0.25 MW,0.25,48.0,0.0,48.0,
524,Green Natural Gas,DNK,2011.0,2014.0,DEMO,SOEC,,Other/unknown,,CH4,,,,,,,,,,,,,1.0,,0.04MW,0.04,11.0,0.0,11.0,
525,“Towards the Methane Society”,DNK,2011.0,2012.0,DEMO,Other Electrolysis,Unknown PtX,Other/unknown,,CH4,,,,,,,,,,,,,1.0,1.0,,,,,0.0,
526,"MEDLYS, Medium temperature water electrolysis (R&D)",DNK,2011.0,2015.0,DEMO,Other Electrolysis,Unknown PtX,Other/unknown,,H2,,,,,,,,,,,,,,,,,,,0.0,
527,MeGa-stoRE,DNK,2014.0,2015.0,DEMO,ALK,,Grid,,CH4,,,,,,,,,,,,,1.0,1.0,1.4 Nm3 H2/h,0.006,1.0,0.0,1.0,
528,MeGa-stoRE Optimising and Upscaling,DNK,2015.0,2018.0,DEMO,ALK,,Grid,,CH4,,,,,,,,,,,,,1.0,1.0,0.25MW,0.25,54.0,0.0,54.0,
529,"Vestenskov/ Nakskov Industrial and Environmental Park, Lolland",DNK,2007.0,2014.0,DEMO,PEM,,Other/unknown,,H2,,,,,,,1.0,,1.0,,,,,,16 Nm3 H2/h,0.083,16.0,0.0,16.0,
530,H2RES - Orsted offshore wind,DNK,2022.0,,Operational,ALK,,Dedicated renewable,Offshore wind,H2,,,,,,1.0,,,,,,,,,2MW,2.0,435.0,0.3,435.0,Avedore
532,Høst - Esbjerg green ammonia plant,DNK,2026.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,1GW,1000.0,222222.0,173.3,222222.0,Esbjerg
533,HRS Aalborg,DNK,2020.0,,Operational,ALK,,Grid,,H2,,,,,,1.0,,,,,,,,,0.25MW - 60m3 H2/h,0.25,54.0,0.0,54.0,
535,eSMR Methanol demo plant in Aarhus University,DNK,2022.0,,DEMO,Other Electrolysis,Unknown PtX,Grid,,MeOH,,,1.0,,,,,,,,,,,,10kg MeOH/h,2.643,587.0,0.5,587.0,Aarhus
536,HyCycle - Center for renewable H2 (R&D),DNK,2008.0,2011.0,DEMO,PEM,,Other/unknown,,H2,,,,,,,,,,,,,,,,,,,0.0,
537,NEXPEL (R&D),NOR,2010.0,2012.0,DEMO,PEM,,Other/unknown,,H2,,,,,,,,,,,,,,,,,,,0.0,
538,Glomfjord Hydrogen AS,NOR,2027.0,,FID/Construction,ALK,,Dedicated renewable,Hydropower,Ammonia,,,,,1.0,1.0,,,,,,,,,60-100 t NH3/d capacity,31.0,6744.0,5.0,6744.0,Glomfjord Industripark
539,"HyNor Lillestrøm, Akershus Energy Park",NOR,2013.0,,Operational,Biomass,,,,H2,,,,,,1.0,1.0,,,,,,,,10m3 H2/h,,10.0,0.0,10.0,
540,Statkraft-CELSA-Mo green H2 for steel production,NOR,2026.0,,Feasibility study,ALK,,Dedicated renewable,Others/Various,H2,,,,1.0,,,,,,,,,,,40-50MW,45.0,9783.0,7.6,9783.0,Mo Industrial Park
541,Utsira Island,NOR,2004.0,2008.0,DEMO,ALK,,Other/unknown,,H2,,,,,,,1.0,,,,,,,,0.048MW - 10 Nm3 H2/h,0.048,10.0,0.0,10.0,
543,Acorn H2,GBR,2028.0,,Feasibility study,NG w CCUS,ATR+CCUS,,,H2,1.0,,,,1.0,,,1.0,,,,,,,200MW - 0.4Mt CO2/y,,64045.0,49.9,50151.0,Aberdeen
544,Laboratory System at IFE Kjeller Phase 1,NOR,2003.0,2016.0,DEMO,PEM,,Other/Unknown,,H2,,,,,,,1.0,,,,,,,,0.7 Nm3 H2/h,0.004,1.0,0.0,1.0,
548,"Green fertilizer project Porsgrunn-Heroya, phase 1 - SKREI",NOR,2024.0,,Operational,PEM,,Grid,,Ammonia,,1.0,,,,,,,,,,,,,24MW,24.0,4615.0,3.6,4615.0,Porsgrunn
553,The Hydrogen office,GBR,2010.0,2014.0,DEMO,ALK,,Other/unknown,,H2,,,,,,,1.0,,,1.0,,,,,5.3 Nm3 H2/h,0.024,5.0,0.0,5.0,
554,RABH2,GBR,2011.0,2014.0,DEMO,ALK,,Other/unknown,,H2,,,,,,1.0,1.0,,,,,,,,0.005MW,0.005,1.0,0.0,1.0,
555,Air Fuel Synthesis pilot plant,GBR,2012.0,2013.0,DEMO,Other Electrolysis,Unknown PtX,Other/unknown,,Synfuels,,,,,,,,,,,,1.0,,,,,,,0.0,
556,"Aberdeen Kittybrewster, Hydrogen bus project",GBR,2015.0,2018.0,DEMO,ALK,,Other/Unknown,,H2,,,,,,1.0,,,,,,,,,1MW - 180 Nm3 H2/h,1.0,217.0,0.2,217.0,Aberdeen
557,"Fife, Levenmouth Community Energy Project",GBR,2016.0,,Operational,Other Electrolysis,Unknown PtX,Dedicated renewable,Onshore wind,H2,,,,,,1.0,1.0,,,,,,,,0.37MW,0.37,82.0,0.1,82.0,Levenmouth
558,"PURE Project, Unst",GBR,2005.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,1.0,,1.0,,,,,,0.015MW,0.015,3.0,0.0,3.0,
559,Tyseley Energy Park refuelling hub Birmingham,GBR,2021.0,,Operational,PEM,,Dedicated renewable,Others/Various,H2,,,,,,1.0,,,,,,,,,3MW,3.0,577.0,0.4,577.0,Tyseley Energy Park
562,"H2H Saltend, phase 1",GBR,2028.0,,Feasibility study,NG w CCUS,ATR+CCUS,,,H2,,,,,1.0,,1.0,1.0,,,,,,,0.89Mt CO2/y - 600 MW H2,,192135.0,149.8,111585.0,Salt End
566,Whitelee Green Hydrogen Facility (Phase 1),GBR,2026.0,,FID/Construction,PEM,,Grid+Renewables,Onshore wind,H2,,,,,1.0,1.0,,,,,,,,,10MW,10.0,1923.0,1.5,1923.0,Whitelee wind farm
574,"H2 Pilotanlage Lingen, phase 1",DEU,2024.0,,Operational,ALK,,Grid+Renewables,Offshore wind,H2,1.0,,,1.0,,1.0,1.0,,,,,,,,10MW,10.0,2174.0,1.7,2174.0,Lingen RWE plant
576,Northern Irish hydrogen project - Ballymena Hydrogen,GBR,2025.0,,FID/Construction,Other Electrolysis,Unknown PtX,Dedicated renewable,Onshore wind,H2,,,,,,1.0,,,,,,,,,1 MW,1.0,222.0,0.2,222.0,Long Mountain Windfarm
578,"Eyre Peninsula Gateway Hydrogen Project, phase 1",AUS,2026.0,,Feasibility study,ALK,Unknown PtX,Dedicated renewable,Unknown,Ammonia,,1.0,,,,,,,,,,,,,"100 MW - 15 kt H2/y, 40 kt NH3/y",100.0,21739.0,16.9,21739.0,Port Bonython
579,"North CCU HUB, phase 1. North C Hydrogen",BEL,2029.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,1.0,1.0,,,,,,,,,20MW,20.0,4348.0,3.4,4348.0,Ghent
581,"Asian Renewable Energy Hub, first phase",AUS,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,1.0,,,,,,,,15357MW,15357.0,3412667.0,2660.7,3412667.0,Pilbara
582,IPCEI SilverFrog,ITA,2030.0,,Concept,PEM,,Dedicated renewable,Others/Various,H2,,,,,1.0,1.0,,1.0,,,,,,,1000MW,,,,0.0,
584,"Murchison, phase 1",AUS,2029.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,1500MW,1500.0,333333.0,259.9,333333.0,Murchison
585,NEOM Green Hydrogen Project,SAU,2026.0,,FID/Construction,ALK,,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,2.2GW - 650t H2/d - 1.2Mt NH3/y,2200.0,478261.0,372.9,478261.0,Future location of Neom
587,Project GERI,AUS,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Ammonia,,1.0,,,1.0,,,,,,,,,,2500MW,2500.0,555556.0,433.1,555556.0,"Geraldton, Western Australia"
588,IPCEI Black Horse (40 electrolysis production sites),"POL
CZE
SVK
HUN",2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,,,,,,,,,,,320 t H2/d,,,,0.0,
592,GAM - phase 1,CHL,2031.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid+Renewables,Solar PV,Ammonia,,1.0,,,,,,,,,,,,,1.8GW,1800.0,400000.0,311.9,5778.0,ENAEX plant in Mejillones - Antofagasta
594,Costa Rica Transportation Ecosystem Project,CRI,2026.0,,Feasibility study,PEM,,Dedicated renewable,Others/Various,H2,,,,,,1.0,,,,,,,,,1 MW,1.0,192.0,0.1,192.0,Guanacaste
595,"HyNetherlands, 1st phase",NLD,2029.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,H2,,,,,,,1.0,1.0,,,,,,,100MW,100.0,22222.0,17.3,22222.0,Groningen 
596,HyNetherlands 2nd phase,NLD,2035.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,H2,,,,,,,1.0,1.0,,,,,,,300MW,300.0,66667.0,52.0,158000.0,Groningen 
597,HyGreen Provence,FRA,2031.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,1.0,1.0,1.0,1.0,,,,,,,80MW,80.0,17778.0,13.9,17778.0,"Villeneuve Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur, France"
600,Sundance Hydrogen,CAN,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,MeOH,,,1.0,,,,,,,,,,,,60t H2/d production,252.809,56180.0,43.8,56180.0,Tumbler Ridge
602,"Hysencia, Phase I",ESP,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,1.0,1.0,,,,,,,,,35 MW,35.0,7778.0,6.1,7778.0,Aragon
603,"Ningxia Solar Hydrogen Project, Phase 1",CHN,2021.0,,Operational,ALK,,Dedicated renewable,Solar PV,MeOH,,,1.0,,,,,,,,,,,,30MW,30.0,6522.0,5.1,6522.0,Yinchuan
605,Green Crane Pais Vasco Hub,ESP,2035.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,1.0,,,,,,,,,,150MW,150.0,33333.0,26.0,33333.0,Random location in Pais Vasco
607,La Robla,ESP,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid+Renewables,Solar PV,H2,,1.0,,,,1.0,,,,,,,,,280MW,280.0,62222.0,48.5,62222.0,La Robla power station
608,"Green Crane, Aragon Hub",ESP,2035.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,,,,1.0,,,,,,,30MW,30.0,6667.0,5.2,6667.0,Random location in Aragon
609,Hydrogen Plant for Westereems Wind Farm (RWE Eemshydrogen),NLD,2027.0,,Feasibility study,PEM,,Dedicated renewable,Onshore wind,H2,1.0,,1.0,,1.0,1.0,,,,,,1.0,,,50MW,50.0,9615.0,7.5,9615.0,Port of Eems
610,Queensland Nitrates Renewable Hydrogen and Ammonia,AUS,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,Ammonia,,1.0,,,,,,,,,,,,,30MW,30.0,6667.0,5.2,6667.0,"Moura, Queensland"
611,Hemweg hub Amsterdam - Hy4Am,NLD,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,H2,,,,,,,1.0,1.0,,,,,,,10MW,10.0,2222.0,1.7,2222.0,Port of Amsterdan
614,"GreenH2UB (10 hubs of 3-10MW, the first one Ref786)",NLD,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Onshore wind,H2,,,,,1.0,1.0,1.0,1.0,,,,,,,100MW,95.0,21111.0,16.5,21111.0,Random location close to Eindhoven
615,Vallée Hydrogène Grand Ouest (VHyGO) - H2 Ouest (Phase 1),FRA,2021.0,,Operational,ALK,,Dedicated renewable,Unknown,H2,,,,,,1.0,,,,,,,,,750kW - 300kg H2/d,0.75,163.0,0.1,163.0,"Bouin, Vendée, Pays de la Loire, France"
616,Vallée Hydrogène Grand Ouest (VHyGO) - EffiH2,FRA,2022.0,,Operational,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,,1.0,,,,,,,,,1MW or 300 kg H2/d,1.0,222.0,0.2,222.0,"Vannes, Morbihan, Bretagne, France"
617,H2SusBuild / RES-H2,GRC,2010.0,2012.0,DEMO,ALK,,Other/Unknown,,H2,,,,,,,1.0,,1.0,,,,,,4 Nm3 H2/h,0.018,4.0,0.0,4.0,
618,"Ferrolterra plant, pahse 1",ESP,2026.0,,Feasibility study,PEM,,Dedicated renewable,Offshore wind,H2,,,,,,1.0,,,,,,,,,20MW,20.0,3846.0,3.0,3846.0,"Ferrolterra, As Pontes lake"
619,ELYGRID (R&D),ESP,2011.0,2014.0,DEMO,ALK,,Other/unknown,,H2,,,,,,,1.0,,,,,,,,2.6MW,2.6,565.0,0.4,565.0,
621,Tapada do Outeiro natural gas power plant ,PRT,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,H2,,,,,,,1.0,,,,,,,,20MW,20.0,4444.0,3.5,4444.0,Tapada do Outeiro natural gas power plant 
622,Lingen Green Hydrogen (LGH2) Phase 1,DEU,2027.0,,FID/Construction,PEM,,Grid,,H2,1.0,,,,,,,,,,,,,,100MW,100.0,19231.0,15.0,19231.0,Lingen BP Refinery
623,Wunsiedel Energy Park (Phase 1),DEU,2022.0,,Operational,PEM,,Dedicated renewable,Others/Various,H2,,,,,1.0,1.0,,,,,,,,,8.8MW,8.8,1692.0,1.3,1692.0,Wunsiedler Energiepark
626,Methane Synthesis test facility in Koshijihara Plant of INPEX’s - Nagaoa,JPN,2019.0,,Operational,Other Electrolysis,Unknown PtX,Other/unknown,,CH4,,,,,,,,,,,,,,,16m3 H2/h,0.072,16.0,0.0,16.0,
627,Hydrogen Island Aitutaki,COK,2011.0,2013.0,DEMO,ALK,,Other/unknown,,H2,,,,,,1.0,1.0,,,,,,,,0.055MW,0.055,12.0,0.0,12.0,
628,Hydrogen Island Bozcaada,TUR,2011.0,2014.0,DEMO,ALK,,Other/unknown,,H2,,,,,,1.0,1.0,,,,,,,,0.055MW,0.055,12.0,0.0,12.0,
630,H₂ Air Base Leeuwarden,NLD,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,,1.0,,1.0,,,,,,,5MW,5.0,1111.0,0.9,1111.0,Leeuwarden
